                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.79508,                 1.6186,                 2.3149,                 1.1553,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.041017,              0.0081881,              0.0081881
                      2,                0.75416,                 1.5279,                 2.2287,                 1.1214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011589,               0.011589,               0.011589
                      3,                0.69947,                 1.4232,                 2.1059,                 1.0726,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011589,               0.011589,               0.011589
                      4,                 0.6572,                 1.3362,                 2.0044,                 1.0384,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010988,               0.010988,               0.010988
                      5,                0.63716,                 1.2792,                 1.9407,                 1.0205,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010387,               0.010387,               0.010387
                      6,                0.61969,                 1.2583,                 1.9029,                 1.0042,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097864,              0.0097864,              0.0097864
                      7,                0.60162,                 1.2264,                 1.8428,                 0.9866,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091855,              0.0091855,              0.0091855
                      8,                0.58311,                 1.1767,                 1.7778,                0.96927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0085846,              0.0085846,              0.0085846
                      9,                0.56963,                 1.1616,                 1.7362,                 0.9603,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0079837,              0.0079837,              0.0079837
                     10,                0.55478,                 1.1184,                  1.695,                0.95165,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0073828,              0.0073828,              0.0073828
                     11,                0.57803,                 1.1762,                 1.7534,                 1.0078,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067818,              0.0067818,              0.0067818
                     12,                0.56216,                 1.1236,                  1.675,                0.99041,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061809,              0.0061809,              0.0061809
                     13,                0.54349,                 1.0776,                 1.6106,                0.97247,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00558,                0.00558,                0.00558
                     14,                0.53034,                 1.0554,                 1.5628,                 0.9585,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049791,              0.0049791,              0.0049791
                     15,                0.51648,                 1.0239,                 1.5156,                0.94744,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043782,              0.0043782,              0.0043782
                     16,                0.50363,                0.99772,                 1.4711,                 0.9357,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037773,              0.0037773,              0.0037773
                     17,                0.48969,                 0.9754,                 1.4296,                0.91635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031764,              0.0031764,              0.0031764
                     18,                0.47511,                0.94683,                 1.3823,                0.90731,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025755,              0.0025755,              0.0025755
                     19,                0.46363,                0.91908,                 1.3404,                0.90036,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019746,              0.0019746,              0.0019746
                     20,                0.44945,                0.89164,                 1.2963,                0.88354,                0.40255,                0.23853,                0.21813,                0.17272,                0.40151,                0.24163,                0.21703,                0.16666,                0.49558,                0.96795,                 1.4251,                0.91561,              0.0013737,              0.0013737,              0.0013737
