                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.69898,                 1.4219,                 2.2771,                 1.0871,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.042323,              0.0042747,              0.0042747
                      2,                0.69845,                 1.4179,                 2.2843,                 1.0917,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065592,              0.0065592,              0.0065592
                      3,                0.64761,                 1.3106,                 2.1565,                 1.0492,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065592,              0.0065592,              0.0065592
                      4,                0.61014,                 1.2457,                 2.0357,                 1.0185,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0062183,              0.0062183,              0.0062183
                      5,                0.58101,                 1.1736,                 1.9425,                0.99058,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058775,              0.0058775,              0.0058775
                      6,                0.55987,                  1.139,                 1.8613,                0.97358,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0055367,              0.0055367,              0.0055367
                      7,                0.54423,                 1.0973,                 1.7989,                0.95798,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051958,              0.0051958,              0.0051958
                      8,                0.53109,                 1.0708,                 1.7597,                0.94856,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004855,               0.004855,               0.004855
                      9,                0.51673,                 1.0412,                 1.7081,                0.93406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045142,              0.0045142,              0.0045142
                     10,                0.50822,                 1.0263,                 1.6642,                0.92698,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041733,              0.0041733,              0.0041733
                     11,                0.51942,                 1.0452,                 1.6904,                0.97075,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038325,              0.0038325,              0.0038325
                     12,                0.50515,                 1.0057,                 1.6109,                0.95102,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034917,              0.0034917,              0.0034917
                     13,                0.48865,                0.97453,                 1.5497,                0.93879,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031508,              0.0031508,              0.0031508
                     14,                0.47283,                0.93817,                 1.4898,                 0.9213,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00281,                0.00281,                0.00281
                     15,                0.46558,                 0.9273,                 1.4702,                0.91316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024692,              0.0024692,              0.0024692
                     16,                0.45061,                0.88812,                 1.3895,                0.89955,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021283,              0.0021283,              0.0021283
                     17,                0.43773,                 0.8695,                 1.3408,                0.88369,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017875,              0.0017875,              0.0017875
                     18,                0.42746,                0.83547,                 1.2874,                0.87455,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014467,              0.0014467,              0.0014467
                     19,                0.41374,                0.80941,                 1.2275,                0.86446,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011058,              0.0011058,              0.0011058
                     20,                0.40011,                  0.785,                 1.1848,                 0.8491,                0.36463,                0.29164,                0.25594,                0.20434,                0.37125,                0.28256,                0.25332,                0.19603,                0.46125,                0.89689,                 1.4198,                0.89655,             0.00076502,             0.00076502,             0.00076502
