                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.78527,                 1.5836,                 2.8831,                 1.1084,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.036902,              0.0029317,              0.0029317
                      2,                0.80431,                 1.6198,                 2.9874,                  1.131,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042214,              0.0042214,              0.0042214
                      3,                0.74986,                 1.5135,                 2.7822,                 1.0903,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042214,              0.0042214,              0.0042214
                      4,                0.70436,                 1.4186,                 2.6208,                 1.0562,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040029,              0.0040029,              0.0040029
                      5,                0.67067,                 1.3353,                 2.4815,                 1.0286,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037843,              0.0037843,              0.0037843
                      6,                0.64812,                 1.3084,                 2.4039,                 1.0127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035658,              0.0035658,              0.0035658
                      7,                0.62358,                 1.2472,                 2.2944,                0.99281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033472,              0.0033472,              0.0033472
                      8,                0.61109,                 1.2172,                 2.2224,                0.97937,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031286,              0.0031286,              0.0031286
                      9,                0.59359,                 1.1844,                 2.1418,                   0.97,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029101,              0.0029101,              0.0029101
                     10,                0.57954,                 1.1513,                 2.0988,                0.95766,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026915,              0.0026915,              0.0026915
                     11,                0.59441,                 1.1868,                 2.1082,                0.99621,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002473,               0.002473,               0.002473
                     12,                0.57635,                 1.1305,                 2.0041,                0.97777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022544,              0.0022544,              0.0022544
                     13,                0.55323,                 1.0845,                 1.9072,                0.95929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020359,              0.0020359,              0.0020359
                     14,                0.54292,                  1.056,                 1.8372,                0.94835,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018173,              0.0018173,              0.0018173
                     15,                0.52265,                 1.0192,                  1.765,                0.93319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015987,              0.0015987,              0.0015987
                     16,                0.51021,                0.99873,                 1.6908,                0.92179,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013802,              0.0013802,              0.0013802
                     17,                0.49381,                0.96085,                 1.6081,                0.90394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011616,              0.0011616,              0.0011616
                     18,                0.47851,                0.92262,                 1.5272,                0.89438,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094306,             0.00094306,             0.00094306
                     19,                0.46035,                0.88994,                 1.4342,                0.87821,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007245,              0.0007245,              0.0007245
                     20,                0.44591,                0.86151,                 1.3632,                0.86475,                0.36094,                0.29813,                0.26922,                0.21433,                0.36098,                0.29804,                0.26867,                0.20578,                0.54699,                 1.0669,                 1.8677,                0.94103,             0.00050594,             0.00050594,             0.00050594
