                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.86921,                 1.7713,                 2.0363,                 1.2813,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.048265,              0.0086537,              0.0086537
                      2,                0.81918,                 1.6704,                 1.9603,                 1.2342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013622,               0.013622,               0.013622
                      3,                 0.7542,                 1.5353,                 1.8339,                 1.1765,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013622,               0.013622,               0.013622
                      4,                0.70333,                 1.4522,                  1.747,                 1.1306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012915,               0.012915,               0.012915
                      5,                0.67473,                  1.378,                 1.6734,                  1.103,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012207,               0.012207,               0.012207
                      6,                0.64351,                  1.312,                 1.6171,                 1.0807,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011499,               0.011499,               0.011499
                      7,                 0.6322,                 1.2911,                 1.5896,                 1.0686,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010791,               0.010791,               0.010791
                      8,                0.61708,                 1.2548,                 1.5528,                 1.0535,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010084,               0.010084,               0.010084
                      9,                0.60444,                 1.2272,                 1.5208,                 1.0426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093758,              0.0093758,              0.0093758
                     10,                0.58187,                  1.189,                 1.4781,                 1.0256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008668,               0.008668,               0.008668
                     11,                0.59486,                 1.2119,                 1.4882,                 1.0732,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0079603,              0.0079603,              0.0079603
                     12,                0.58177,                 1.1772,                 1.4462,                 1.0595,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072526,              0.0072526,              0.0072526
                     13,                0.56445,                 1.1383,                 1.4051,                 1.0413,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065448,              0.0065448,              0.0065448
                     14,                0.55635,                 1.1178,                 1.3775,                 1.0353,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058371,              0.0058371,              0.0058371
                     15,                 0.5397,                  1.093,                 1.3436,                 1.0179,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051293,              0.0051293,              0.0051293
                     16,                0.52588,                 1.0559,                 1.2998,                 1.0057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044216,              0.0044216,              0.0044216
                     17,                0.51138,                 1.0318,                 1.2631,                0.98387,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037138,              0.0037138,              0.0037138
                     18,                0.50419,                 1.0049,                 1.2366,                 0.9841,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030061,              0.0030061,              0.0030061
                     19,                0.48491,                0.97221,                 1.1873,                0.96703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022983,              0.0022983,              0.0022983
                     20,                0.47124,                0.94557,                 1.1553,                0.95133,                0.36078,                0.24215,                0.19623,                0.15537,                0.36444,                0.24262,                0.19691,                0.14816,                0.51528,                0.99671,                 1.2103,                 0.9765,              0.0015906,              0.0015906,              0.0015906
