                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.83388,                 1.6985,                 1.7464,                0.82577,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.030259,              0.0057444,              0.0057444
                      2,                0.80343,                 1.6396,                 1.7147,                 0.8114,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072344,              0.0072344,              0.0072344
                      3,                0.73692,                 1.4934,                 1.5986,                0.77322,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072344,              0.0072344,              0.0072344
                      4,                0.69441,                 1.4044,                 1.5083,                0.74389,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0068588,              0.0068588,              0.0068588
                      5,                0.66671,                 1.3556,                 1.4594,                0.73212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064832,              0.0064832,              0.0064832
                      6,                0.64749,                 1.2988,                 1.4106,                0.71942,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061076,              0.0061076,              0.0061076
                      7,                0.61683,                 1.2433,                 1.3543,                0.70149,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005732,               0.005732,               0.005732
                      8,                0.60683,                 1.2142,                 1.3122,                0.69428,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053565,              0.0053565,              0.0053565
                      9,                0.59715,                 1.1919,                 1.2908,                0.68966,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049809,              0.0049809,              0.0049809
                     10,                0.58176,                 1.1755,                  1.258,                0.68357,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046053,              0.0046053,              0.0046053
                     11,                0.59966,                 1.2011,                 1.2947,                0.72255,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042297,              0.0042297,              0.0042297
                     12,                0.58043,                 1.1587,                  1.241,                 0.7079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038541,              0.0038541,              0.0038541
                     13,                0.56306,                 1.1171,                  1.198,                0.69748,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034785,              0.0034785,              0.0034785
                     14,                0.55104,                 1.0906,                 1.1643,                0.68794,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031029,              0.0031029,              0.0031029
                     15,                0.53374,                 1.0621,                 1.1308,                0.67722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027273,              0.0027273,              0.0027273
                     16,                0.51961,                 1.0319,                 1.0923,                0.67077,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023517,              0.0023517,              0.0023517
                     17,                0.50951,                 1.0102,                 1.0622,                0.65798,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019761,              0.0019761,              0.0019761
                     18,                 0.4956,                0.97161,                 1.0236,                0.65341,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016005,              0.0016005,              0.0016005
                     19,                0.48312,                0.94427,                0.98436,                0.64697,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012249,              0.0012249,              0.0012249
                     20,                0.46538,                0.91291,                0.94398,                0.63375,                0.32697,                0.26883,                0.23453,                0.18936,                0.32642,                0.26867,                0.23411,                0.18235,                0.51474,                 1.0005,                 1.0494,                 0.6537,             0.00084935,             0.00084935,             0.00084935
