                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98887,                 2.5891,                 4.8027,                 1.2861,                  0.007,                0.14381,                0.01181,                0.00907,                0.00688,                0.14281,                0.01208,                0.00893,                0.94031,                 2.1612,                 4.1668,                 1.3142,             3.0901e-05,             3.0901e-05,             3.0901e-05
                      2,                0.92535,                 2.0161,                 4.0806,                 1.2597,                0.63634,                0.05407,                0.03418,                0.02616,                0.64682,                0.05469,                0.03469,                0.02549,                0.95886,                 1.9501,                 3.5798,                  1.318,             4.9644e-05,             4.9644e-05,             4.9644e-05
                      3,                0.93856,                 1.8901,                  3.605,                 1.2703,                0.55654,                 0.0856,                0.05476,                0.04201,                0.55719,                0.08667,                 0.0553,                0.04094,                0.95983,                 1.8665,                 3.2357,                 1.3112,             5.6112e-05,             5.6112e-05,             5.6112e-05
                      4,                0.92981,                 1.8407,                 3.3481,                 1.2624,                0.53104,                0.09979,                0.07037,                0.05504,                0.53217,                0.09945,                0.07124,                0.05319,                0.93252,                 1.8138,                 3.0775,                 1.2935,             3.7758e-05,             3.7758e-05,             3.7758e-05
                      5,                0.91233,                 1.8074,                 3.1816,                  1.255,                0.57216,                 0.1068,                0.08169,                0.06417,                0.57265,                0.10808,                0.08258,                0.06216,                0.92037,                 1.7933,                 2.9356,                 1.2879,             3.7758e-05,             3.7758e-05,             3.7758e-05
