                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.78178,                 1.6166,                 2.1214,                 1.2868,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.050055,              0.0098623,              0.0098623
                      2,                0.73372,                 1.5164,                 2.0319,                 1.2399,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.015675,               0.015675,               0.015675
                      3,                0.67126,                 1.3852,                 1.9034,                 1.1737,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.015675,               0.015675,               0.015675
                      4,                0.62686,                  1.286,                 1.8018,                 1.1356,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.014859,               0.014859,               0.014859
                      5,                0.60355,                 1.2407,                 1.7346,                 1.1095,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.014044,               0.014044,               0.014044
                      6,                0.58523,                 1.1982,                 1.6858,                 1.0927,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013228,               0.013228,               0.013228
                      7,                0.56048,                 1.1491,                 1.6321,                  1.066,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012413,               0.012413,               0.012413
                      8,                0.54552,                 1.1105,                 1.5845,                 1.0531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011597,               0.011597,               0.011597
                      9,                0.53224,                 1.0843,                 1.5508,                 1.0407,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010782,               0.010782,               0.010782
                     10,                0.51745,                 1.0544,                 1.5074,                 1.0227,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099664,              0.0099664,              0.0099664
                     11,                0.53681,                 1.0953,                 1.5424,                 1.0788,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.009151,               0.009151,               0.009151
                     12,                0.52015,                 1.0496,                 1.4808,                 1.0621,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0083355,              0.0083355,              0.0083355
                     13,                0.50272,                 1.0093,                 1.4355,                 1.0444,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075201,              0.0075201,              0.0075201
                     14,                0.49419,                 0.9914,                 1.4033,                 1.0296,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067046,              0.0067046,              0.0067046
                     15,                0.48172,                0.97019,                 1.3679,                 1.0176,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058892,              0.0058892,              0.0058892
                     16,                0.46765,                0.93738,                 1.3226,                 1.0024,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0050737,              0.0050737,              0.0050737
                     17,                0.45462,                0.91141,                 1.2727,                0.98067,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042583,              0.0042583,              0.0042583
                     18,                0.44457,                0.88509,                  1.242,                0.97677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034428,              0.0034428,              0.0034428
                     19,                0.43004,                0.86012,                 1.1967,                0.96211,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026274,              0.0026274,              0.0026274
                     20,                0.41824,                0.83786,                 1.1602,                0.94717,                0.34191,                0.24497,                0.20694,                0.16298,                0.35678,                0.24162,                0.20631,                0.15606,                0.46213,                0.89858,                 1.2518,                0.97748,               0.001812,               0.001812,               0.001812
