                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.55427,                 1.1284,                 2.9307,                 1.2593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.041052,              0.0027583,              0.0027583
                      2,                0.57719,                 1.1771,                 3.0284,                 1.3035,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042499,              0.0042499,              0.0042499
                      3,                0.53487,                 1.0815,                 2.7959,                 1.2477,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042499,              0.0042499,              0.0042499
                      4,                0.50161,                 1.0176,                 2.6321,                 1.2101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040298,              0.0040298,              0.0040298
                      5,                0.47988,                0.96371,                  2.499,                 1.1819,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038098,              0.0038098,              0.0038098
                      6,                0.46834,                0.92903,                 2.4073,                 1.1663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035897,              0.0035897,              0.0035897
                      7,                0.45259,                0.90557,                 2.3189,                 1.1428,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033696,              0.0033696,              0.0033696
                      8,                0.44134,                0.88177,                 2.2411,                 1.1324,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031495,              0.0031495,              0.0031495
                      9,                0.42802,                0.85413,                  2.161,                 1.1132,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029294,              0.0029294,              0.0029294
                     10,                0.42169,                0.84171,                 2.1187,                 1.1058,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027093,              0.0027093,              0.0027093
                     11,                  0.428,                0.85833,                 2.1258,                 1.1459,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024893,              0.0024893,              0.0024893
                     12,                0.41321,                0.82167,                 2.0017,                 1.1229,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022692,              0.0022692,              0.0022692
                     13,                0.39669,                0.78557,                 1.9091,                    1.1,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020491,              0.0020491,              0.0020491
                     14,                0.38844,                0.76404,                 1.8257,                 1.0874,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001829,               0.001829,               0.001829
                     15,                0.37485,                0.74028,                 1.7529,                 1.0663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016089,              0.0016089,              0.0016089
                     16,                0.36482,                0.71966,                 1.6729,                 1.0534,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013888,              0.0013888,              0.0013888
                     17,                0.35407,                0.69852,                 1.5814,                 1.0354,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011688,              0.0011688,              0.0011688
                     18,                 0.3418,                0.67039,                 1.5136,                 1.0223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094868,             0.00094868,             0.00094868
                     19,                0.33179,                0.64946,                 1.4173,                 1.0087,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00072859,             0.00072859,             0.00072859
                     20,                0.31914,                0.62939,                 1.3243,                0.98989,                0.38513,                0.30148,                0.27569,                0.22113,                0.38571,                0.30181,                0.27555,                0.21181,                0.39505,                0.76562,                 1.9068,                  1.086,             0.00050851,             0.00050851,             0.00050851
