                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.83448,                 1.6899,                 2.2089,                 1.0716,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.042885,              0.0084967,              0.0084967
                      2,                0.77885,                 1.5972,                 2.1182,                 1.0318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012313,               0.012313,               0.012313
                      3,                0.72682,                 1.4858,                 2.0051,                0.98491,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012313,               0.012313,               0.012313
                      4,                0.68744,                 1.3942,                 1.9198,                0.95655,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011675,               0.011675,               0.011675
                      5,                0.66255,                 1.3482,                 1.8599,                0.93695,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011038,               0.011038,               0.011038
                      6,                0.65827,                 1.3194,                 1.8336,                0.92852,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0104,                 0.0104,                 0.0104
                      7,                0.63298,                 1.2898,                 1.7774,                0.91134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0097627,              0.0097627,              0.0097627
                      8,                0.61039,                 1.2387,                  1.726,                0.89613,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0091252,              0.0091252,              0.0091252
                      9,                0.59692,                 1.2205,                 1.6866,                 0.8834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0084878,              0.0084878,              0.0084878
                     10,                0.58001,                 1.1681,                 1.6431,                0.87386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0078503,              0.0078503,              0.0078503
                     11,                0.60178,                 1.2333,                 1.6972,                0.92812,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072128,              0.0072128,              0.0072128
                     12,                 0.5943,                 1.1944,                 1.6347,                0.91872,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065754,              0.0065754,              0.0065754
                     13,                0.57269,                 1.1367,                 1.5641,                0.90164,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0059379,              0.0059379,              0.0059379
                     14,                0.55988,                 1.1198,                 1.5337,                0.89253,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053004,              0.0053004,              0.0053004
                     15,                0.54591,                  1.097,                 1.5054,                0.88025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004663,               0.004663,               0.004663
                     16,                0.53274,                 1.0599,                 1.4598,                0.86875,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040255,              0.0040255,              0.0040255
                     17,                0.52198,                 1.0341,                 1.4123,                0.85355,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003388,               0.003388,               0.003388
                     18,                0.50727,                 1.0075,                 1.3847,                0.84727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027506,              0.0027506,              0.0027506
                     19,                0.49218,                0.97872,                 1.3306,                0.83683,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021131,              0.0021131,              0.0021131
                     20,                0.47976,                0.95285,                 1.2882,                0.82468,                0.40179,                0.23543,                0.20184,                0.16073,                 0.4122,                0.23508,                0.20223,                0.15505,                0.51128,                0.99938,                 1.3649,                0.83787,              0.0014757,              0.0014757,              0.0014757
