                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.88314,                 1.8214,                 1.8477,                 1.4416,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.058342,               0.012429,               0.012429
                      2,                0.80885,                 1.6697,                 1.7421,                  1.374,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.021843,               0.021843,               0.021843
                      3,                0.75477,                 1.5529,                  1.662,                 1.3194,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.021843,               0.021843,               0.021843
                      4,                0.70514,                 1.4551,                 1.5791,                 1.2703,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.020706,               0.020706,               0.020706
                      5,                0.67487,                 1.3936,                 1.5199,                 1.2401,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.019569,               0.019569,               0.019569
                      6,                0.65202,                 1.3442,                 1.4838,                 1.2147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.018432,               0.018432,               0.018432
                      7,                0.63217,                 1.2915,                 1.4396,                 1.1965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.017295,               0.017295,               0.017295
                      8,                0.60702,                  1.239,                 1.3915,                 1.1712,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.016158,               0.016158,               0.016158
                      9,                0.60693,                 1.2333,                  1.365,                 1.1675,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.015021,               0.015021,               0.015021
                     10,                0.57969,                 1.1888,                 1.3363,                 1.1489,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013884,               0.013884,               0.013884
                     11,                 0.6058,                 1.2485,                 1.3755,                 1.2076,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012746,               0.012746,               0.012746
                     12,                0.58443,                  1.192,                 1.3203,                  1.183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011609,               0.011609,               0.011609
                     13,                0.57047,                 1.1635,                 1.2912,                 1.1713,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010472,               0.010472,               0.010472
                     14,                0.55592,                 1.1206,                 1.2455,                 1.1493,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093353,              0.0093353,              0.0093353
                     15,                0.54008,                 1.0995,                 1.2177,                 1.1316,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0081982,              0.0081982,              0.0081982
                     16,                0.52083,                 1.0613,                 1.1728,                 1.1135,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0070611,              0.0070611,              0.0070611
                     17,                 0.5093,                 1.0402,                  1.143,                 1.0979,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0059241,              0.0059241,              0.0059241
                     18,                0.49389,                0.99418,                 1.1106,                 1.0824,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004787,               0.004787,               0.004787
                     19,                0.47733,                 0.9689,                 1.0767,                 1.0656,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036499,              0.0036499,              0.0036499
                     20,                0.46543,                0.94101,                 1.0441,                 1.0504,                0.34962,                0.21473,                0.18394,                0.14196,                0.35393,                0.21445,                0.17538,                0.12979,                0.52114,                 1.0261,                 1.1052,                 1.0886,              0.0025129,              0.0025129,              0.0025129
