                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.82234,                 1.6851,                 1.9347,                 1.2333,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.04181,              0.0089807,              0.0089807
                      2,                0.77204,                 1.5854,                 1.8585,                  1.198,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01271,                0.01271,                0.01271
                      3,                0.71049,                 1.4606,                   1.73,                 1.1329,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01271,                0.01271,                0.01271
                      4,                0.66412,                 1.3659,                   1.65,                 1.0954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01205,                0.01205,                0.01205
                      5,                0.64066,                 1.3152,                 1.5961,                 1.0725,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01139,                0.01139,                0.01139
                      6,                0.61522,                 1.2548,                 1.5464,                 1.0533,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010731,               0.010731,               0.010731
                      7,                0.59185,                 1.2149,                 1.4889,                  1.031,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010071,               0.010071,               0.010071
                      8,                0.58287,                 1.1862,                 1.4664,                 1.0223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0094109,              0.0094109,              0.0094109
                      9,                0.56491,                 1.1443,                 1.4173,                 1.0088,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.008751,               0.008751,               0.008751
                     10,                0.55691,                 1.1283,                 1.3916,                0.99792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0080911,              0.0080911,              0.0080911
                     11,                0.57033,                 1.1661,                 1.4276,                 1.0479,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0074313,              0.0074313,              0.0074313
                     12,                0.56269,                 1.1328,                 1.3846,                 1.0393,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067714,              0.0067714,              0.0067714
                     13,                0.54225,                 1.0907,                 1.3427,                 1.0222,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061116,              0.0061116,              0.0061116
                     14,                0.53094,                 1.0665,                 1.3066,                 1.0091,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054517,              0.0054517,              0.0054517
                     15,                0.51114,                 1.0323,                 1.2647,                0.99038,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047919,              0.0047919,              0.0047919
                     16,                0.49875,                  1.005,                 1.2285,                0.97738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004132,               0.004132,               0.004132
                     17,                0.48629,                0.98013,                 1.1916,                0.96054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034722,              0.0034722,              0.0034722
                     18,                0.47701,                0.95373,                 1.1635,                 0.9552,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028123,              0.0028123,              0.0028123
                     19,                0.46222,                0.92354,                 1.1235,                 0.9421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021524,              0.0021524,              0.0021524
                     20,                0.44799,                0.89544,                 1.0863,                0.92692,                0.37924,                0.25253,                0.20194,                 0.1613,                0.37933,                0.25286,                0.20306,                0.15543,                0.48626,                0.94814,                 1.1488,                0.94844,              0.0014926,              0.0014926,              0.0014926
