                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2266,                  2.555,                 2.4424,                 1.4774,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.065641,               0.012337,               0.012337
                      2,                 1.1579,                 2.4015,                 2.3191,                 1.4141,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.029945,               0.023489,               0.023489
                      3,                 1.0358,                  2.187,                 2.1865,                 1.3125,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.023801,               0.023801,               0.023801
                      4,                0.97957,                 2.0617,                 2.0932,                  1.263,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.023801,               0.023801,               0.023801
                      5,                 0.9247,                 1.9346,                 2.0054,                 1.2266,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.022491,               0.022491,               0.022491
                      6,                0.89175,                 1.8709,                 1.9409,                 1.1959,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.021181,               0.021181,               0.021181
                      7,                0.86187,                 1.8023,                  1.879,                 1.1759,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.019871,               0.019871,               0.019871
                      8,                0.82758,                 1.7381,                 1.8157,                 1.1509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.018562,               0.018562,               0.018562
                      9,                 0.8089,                 1.6943,                 1.7833,                 1.1375,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.017252,               0.017252,               0.017252
                     10,                0.79658,                 1.6589,                 1.7502,                 1.1238,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.015942,               0.015942,               0.015942
                     11,                0.79284,                 1.6686,                 1.7458,                 1.1569,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.014632,               0.014632,               0.014632
                     12,                0.77784,                 1.6252,                 1.7008,                 1.1421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013323,               0.013323,               0.013323
                     13,                0.75432,                   1.57,                 1.6563,                  1.124,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012013,               0.012013,               0.012013
                     14,                0.73441,                 1.5446,                  1.631,                 1.1078,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.010703,               0.010703,               0.010703
                     15,                0.72112,                 1.5172,                 1.5905,                 1.0988,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0093933,              0.0093933,              0.0093933
                     16,                 0.7018,                  1.469,                  1.551,                 1.0835,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0080836,              0.0080836,              0.0080836
                     17,                0.68336,                 1.4343,                 1.5114,                 1.0591,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0067738,              0.0067738,              0.0067738
                     18,                0.67081,                 1.4024,                 1.4823,                 1.0563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054641,              0.0054641,              0.0054641
                     19,                0.65287,                 1.3704,                 1.4434,                 1.0442,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041543,              0.0041543,              0.0041543
                     20,                0.63794,                 1.3379,                 1.4149,                 1.0292,                0.30994,                0.21398,                0.15231,                0.11796,                0.32914,                0.21269,                0.15285,                 0.1112,                0.66738,                 1.3709,                 1.4301,                 1.0373,              0.0028446,              0.0028446,              0.0028446
