                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.87992,                 1.8132,                 2.5788,                 1.4171,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.058873,               0.016042,               0.016042
                      2,                0.81321,                 1.6559,                 2.4114,                 1.3498,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.02667,                0.02667,                0.02667
                      3,                0.74772,                 1.5334,                 2.2985,                 1.2783,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.02667,                0.02667,                0.02667
                      4,                0.69539,                 1.4405,                 2.1713,                 1.2228,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.02528,                0.02528,                0.02528
                      5,                0.67089,                 1.3889,                 2.1041,                 1.2008,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.02389,                0.02389,                0.02389
                      6,                0.64056,                 1.3244,                 2.0263,                 1.1664,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 0.0225,                 0.0225,                 0.0225
                      7,                 0.6126,                 1.2757,                 1.9649,                 1.1425,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.02111,                0.02111,                0.02111
                      8,                0.60429,                 1.2467,                 1.9262,                 1.1328,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01972,                0.01972,                0.01972
                      9,                 0.5883,                 1.2245,                 1.8795,                 1.1134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01833,                0.01833,                0.01833
                     10,                 0.5722,                 1.1771,                 1.8311,                    1.1,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01694,                0.01694,                0.01694
                     11,                0.58899,                 1.2289,                 1.8585,                 1.1534,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01555,                0.01555,                0.01555
                     12,                0.57335,                 1.1888,                 1.8027,                 1.1348,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01416,                0.01416,                0.01416
                     13,                 0.5565,                 1.1419,                 1.7421,                 1.1134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01277,                0.01277,                0.01277
                     14,                 0.5465,                 1.1203,                 1.7101,                 1.1031,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.01138,                0.01138,                0.01138
                     15,                0.53007,                 1.0948,                 1.6701,                 1.0876,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0099904,              0.0099904,              0.0099904
                     16,                0.51314,                 1.0615,                 1.6101,                  1.066,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0086005,              0.0086005,              0.0086005
                     17,                0.50133,                 1.0316,                 1.5627,                 1.0507,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072105,              0.0072105,              0.0072105
                     18,                0.49033,                 1.0044,                 1.5244,                 1.0421,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058205,              0.0058205,              0.0058205
                     19,                0.47603,                0.97643,                  1.475,                 1.0275,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044306,              0.0044306,              0.0044306
                     20,                0.46236,                0.95118,                 1.4309,                 1.0107,                0.31519,                0.22783,                0.17451,                0.13702,                0.30475,                0.20877,                0.15468,                0.10238,                0.51209,                 1.3975,                 1.5317,                 1.0454,              0.0030406,              0.0030406,              0.0030406
